5,2,3,Pixma258 (鄉民們!別爭了!!),[問卦] 大家會和太強勢的人結婚嗎,Sun Oct 24 02:03:57 2021
7,2,5,Aotearoa (長白雲之鄉),Re,Sat Oct 23 22:47:54 2021
8,2,6,sploo (阿鑫),[新聞] 大陸將開徵房地產稅 試點工作即將展開,Sat Oct 23 23:53:18 2021
6,8,-2,whiteadam (blue eyes blue),[問卦] 中共同路人是不是變多了?,Sun Oct 24 00:59:34 2021
12,3,9,tools (tools),[問卦] 威力在三國時代是什麼等級？,Sat Oct 23 22:36:10 2021
7,6,1,ZaneTrout (大谷神鱒),[問卦] 誰才是黑道的支持者,Sun Oct 24 03:18:29 2021
1,0,1,a1237759 (歡迎搭訕..),Re,Sat Oct 23 23:19:17 2021
2,0,2,pizzafan (隔多天的約定容易忘),Re,Sun Oct 24 08:51:34 2021
6,0,6,j8004150560 (jumpyou),[問卦] 36歲存400萬但中年失業已經很強了吧？,Sun Oct 24 01:56:37 2021
10,3,7,DavidLoogan (大衛盧更),[問卦] 用pitt會滑到一半卡住嗎？,Sun Oct 24 03:33:16 2021
37,2,35,kmwace (kmw),[問卦] 嫖妓這件事有那麼嚴重嗎？,Sun Oct 24 08:00:14 2021
6,0,6,D600dust (製塵鬥士),Re,Sun Oct 24 08:30:18 2021
0,2,-2,luckyalbert (幸運知音),[問卦] 天氣轉濕冷，小強反而變多了的八卦？,Sun Oct 24 04:00:51 2021
5,0,5,HDSM (Love Not Change  O'_'O),[問卦] 脆弱時間到 我們一起來禱告,Sat Oct 23 22:28:24 2021
25,4,21,twk7820802 (hueh),[問卦]做得好就不會被罷免吧？,Sat Oct 23 22:19:07 2021
7,2,5,selfvalue (ime),[問卦] 暗棋有什麼技巧,Sun Oct 24 05:20:50 2021
0,0,0,AGIknight (炸環保署是不行滴),[問卦] 要怎麼叫外送才能看到特定外送員？,Sun Oct 24 00:41:41 2021
3,2,1,Sugimoto5566 (馬丁),[問卦] 我朋友失業了，他老婆怎麼辦?,Sun Oct 24 00:07:45 2021
0,0,0,arsonlolita (蘿莉塔大魔王),[公告] 八卦板板規(2021.05.11),Tue May 11 15:03:06 2021
8,0,8,AgentZero (特務零),[問卦] 其實是塔綠班贏了吧?,Sat Oct 23 23:58:06 2021
3,1,2,sliencesky (潛龍勿用),Re,Sat Oct 23 22:28:52 2021
192,30,162,qazsedcft (自由羊),[問卦] 南韓罷工啦,Sun Oct 24 01:39:47 2021
4,4,0,outzumin (阿呆銘),[問卦] 有咪有PTT沒落的八卦?,Sun Oct 24 05:20:41 2021
15,5,10,godofsex (性愛戰神),[新聞] 刪Q過關！蔡英文掃到颱風尾網灌爆臉書,Sun Oct 24 01:23:38 2021
3,0,3,yeaaah (♥ω♥SSSS),Re,Sun Oct 24 01:57:56 2021
4,1,3,rilee (Rilee),Re,Sun Oct 24 02:28:41 2021
2,4,-2,Sylph (炁+盆滿缽滿),Re,Sun Oct 24 00:45:02 2021
5,2,3,goodbye (爐渣+電鍍水重新定義美食),Re,Sun Oct 24 02:04:36 2021
1,1,0,ray198776329 (我真的好帥),[問卦] 想買個勾勾ro要過戶兩次？,Sun Oct 24 01:41:38 2021
7,0,7,linhsiuwei (清心寡慾的天煞孤星),[問卦] 期中報告講非洲世界該用哪首BGM？,Sat Oct 23 23:42:02 2021
3,0,3,k99t (聖誕小雞),[問卦] 有沒有ABC Mart是怎麼樣的一家店的八卦？,Sat Oct 23 22:47:39 2021
14,1,13,lelingzi (三個字),[問卦] 老了以後最應該遠離什麼？,Sat Oct 23 23:31:35 2021
0,6,-6,viable (隱士灰原I),[問卦] 歐洲皇室繼承人做穆斯林怎麼辦？,Sun Oct 24 03:19:25 2021
5,3,2,lpbrother (LP哥(LP = Love & Peace)),[問卦] 八卦板主選舉要不要加上不同意票？,Sun Oct 24 07:02:39 2021
1,0,1,toolittle (蘆洲陳小刀),[問卦] 今天是不是有四萬人肇逃阿,Sat Oct 23 22:51:13 2021
1,1,0,kevin5215 (東海精誠武),Re,Sun Oct 24 00:41:10 2021
15,4,11,soulmola (奶T奶波硬萬),[問卦] 該衝一波嗎？,Sun Oct 24 00:18:42 2021
27,2,25,ubcs (覺★青年超冒險蓋),[公告] 天氣冷又下雨好想睡 水桶,Sun Oct 24 02:35:17 2021
7,0,7,scopeowl (看海...),Re,Sun Oct 24 08:19:37 2021
7,0,7,silentknight (清純男),Re,Sat Oct 23 23:37:01 2021
18,3,15,TFBoys (掏糞男孩),[問卦] 塔綠班覺得罷免要怎麼修比較公平？,Sun Oct 24 02:21:16 2021
5,1,4,eachen (易陳),[問卦] 如果新疆 西藏 黑龍江 三個勞改營可以選,Sun Oct 24 01:10:17 2021
8,2,6,attpp (小豬呱呱叫),[問卦] 警察要多爛才會被fire掉？,Sat Oct 23 23:44:24 2021
0,1,-1,JEWH (小田切腹),[問卦] 一直喊台灣人484沒用了,Sun Oct 24 00:12:39 2021
3,1,2,Qunnine (qunnine),[問卦] 戒消夜的心得或門診？,Sun Oct 24 00:58:24 2021
4,3,1,pulato16 (七股哥布林),[問卦] 地球引力怎麼不會把GG拉長,Sat Oct 23 23:43:16 2021
5,2,3,zDavi (你要加油喔！),[問卦] 塔綠斑為什麼不修憲？,Sun Oct 24 03:44:38 2021
7,0,7,brot (吱吱喳喳),[問卦] 去三貂嶺要吃什麼？,Sat Oct 23 22:20:01 2021
4,0,4,andonie (台北的天空),Re,Sun Oct 24 04:41:26 2021
34,4,30,AetherG (),[問卦] 朋友兒子的小學突然整個消失怎麼辦?,Sun Oct 24 00:54:19 2021
105,4,101,alberttao (阿陶),[問卦] 看小粉紅跟塔綠班哪個崩潰比較爽？,Sat Oct 23 22:24:41 2021
2,6,-4,fly10847 (HeroicPeter),[問卦] 公營事業雇員薪水 台北租得起房嗎？,Sun Oct 24 01:10:27 2021
132,71,61,znck (風月),[新聞] 罷免案通過 陳柏惟深夜發臉書感謝投「同,Sun Oct 24 02:46:36 2021
0,0,0,kerkerson (高處不勝寒),[問卦] 以後立委選票外包罷免同意票有搞頭嗎??,Sat Oct 23 23:55:57 2021
9,3,6,dasuininder (硬派大叔),[問卦] 是不是有很多沒吃過鹹豆漿的人,Sat Oct 23 22:32:39 2021
